Random_stat	AUC
1	0.8316946211683054
2	0.8316946211683054
3	0.8316946211683054
4	0.8316946211683054
5	0.8316946211683054
6	0.8316946211683054
7	0.8316946211683054
8	0.8316946211683054
9	0.8316946211683054
10	0.8316946211683054
11	0.8316946211683054
12	0.8316946211683054
13	0.8316946211683054
14	0.8316946211683054
15	0.8316946211683054
16	0.8316946211683054
17	0.8316946211683054
18	0.8316946211683054
19	0.8316946211683054
20	0.8316946211683054
21	0.8316946211683054
22	0.8316946211683054
23	0.8316946211683054
24	0.8316946211683054
25	0.8316946211683054
26	0.8316946211683054
27	0.8316946211683054
28	0.8316946211683054
29	0.8316946211683054
30	0.8316946211683054
31	0.8316946211683054
32	0.8316946211683054
33	0.8316946211683054
34	0.8316946211683054
35	0.8316946211683054
36	0.8316946211683054
37	0.8316946211683054
38	0.8316946211683054
39	0.8316946211683054
40	0.8316946211683054
41	0.8316946211683054
42	0.8316946211683054
43	0.8316946211683054
44	0.8316946211683054
45	0.8316946211683054
46	0.8316946211683054
47	0.8316946211683054
48	0.8316946211683054
49	0.8316946211683054
50	0.8316946211683054
51	0.8316946211683054
52	0.8316946211683054
53	0.8316946211683054
54	0.8316946211683054
55	0.8316946211683054
56	0.8316946211683054
57	0.8316946211683054
58	0.8316946211683054
59	0.8316946211683054
60	0.8316946211683054
61	0.8316946211683054
62	0.8316946211683054
63	0.8316946211683054
64	0.8316946211683054
65	0.8316946211683054
66	0.8316946211683054
67	0.8316946211683054
68	0.8316946211683054
69	0.8316946211683054
70	0.8316946211683054
71	0.8316946211683054
72	0.8316946211683054
73	0.8316946211683054
74	0.8316946211683054
75	0.8316946211683054
76	0.8316946211683054
77	0.8316946211683054
78	0.8316946211683054
79	0.8316946211683054
80	0.8316946211683054
81	0.8316946211683054
82	0.8316946211683054
83	0.8316946211683054
84	0.8316946211683054
85	0.8316946211683054
86	0.8316946211683054
87	0.8316946211683054
88	0.8316946211683054
89	0.8316946211683054
90	0.8316946211683054
91	0.8316946211683054
92	0.8316946211683054
93	0.8316946211683054
94	0.8316946211683054
95	0.8316946211683054
96	0.8316946211683054
97	0.8316946211683054
98	0.8316946211683054
99	0.8316946211683054
100	0.8316946211683054
101	0.8316946211683054
102	0.8316946211683054
103	0.8316946211683054
104	0.8316946211683054
105	0.8316946211683054
106	0.8316946211683054
107	0.8316946211683054
108	0.8316946211683054
109	0.8316946211683054
110	0.8316946211683054
111	0.8316946211683054
112	0.8316946211683054
113	0.8316946211683054
114	0.8316946211683054
115	0.8316946211683054
116	0.8316946211683054
117	0.8316946211683054
118	0.8316946211683054
119	0.8316946211683054
120	0.8316946211683054
121	0.8316946211683054
122	0.8316946211683054
123	0.8316946211683054
124	0.8316946211683054
125	0.8316946211683054
126	0.8316946211683054
127	0.8316946211683054
128	0.8316946211683054
129	0.8316946211683054
130	0.8316946211683054
131	0.8316946211683054
132	0.8316946211683054
133	0.8316946211683054
134	0.8316946211683054
135	0.8316946211683054
136	0.8316946211683054
137	0.8316946211683054
138	0.8316946211683054
139	0.8316946211683054
140	0.8316946211683054
141	0.8316946211683054
142	0.8316946211683054
143	0.8316946211683054
144	0.8316946211683054
145	0.8316946211683054
146	0.8316946211683054
147	0.8316946211683054
148	0.8316946211683054
149	0.8316946211683054
150	0.8316946211683054
151	0.8316946211683054
152	0.8316946211683054
153	0.8316946211683054
154	0.8316946211683054
155	0.8316946211683054
156	0.8316946211683054
157	0.8316946211683054
158	0.8316946211683054
159	0.8316946211683054
160	0.8316946211683054
161	0.8316946211683054
162	0.8316946211683054
163	0.8316946211683054
164	0.8316946211683054
165	0.8316946211683054
166	0.8316946211683054
167	0.8316946211683054
168	0.8316946211683054
169	0.8316946211683054
170	0.8316946211683054
171	0.8316946211683054
172	0.8316946211683054
173	0.8316946211683054
174	0.8316946211683054
175	0.8316946211683054
176	0.8316946211683054
177	0.8316946211683054
178	0.8316946211683054
179	0.8316946211683054
180	0.8316946211683054
181	0.8316946211683054
182	0.8316946211683054
183	0.8316946211683054
184	0.8316946211683054
185	0.8316946211683054
186	0.8316946211683054
187	0.8316946211683054
188	0.8316946211683054
189	0.8316946211683054
190	0.8316946211683054
191	0.8316946211683054
192	0.8316946211683054
193	0.8316946211683054
194	0.8316946211683054
195	0.8316946211683054
196	0.8316946211683054
197	0.8316946211683054
198	0.8316946211683054
199	0.8316946211683054
200	0.8316946211683054
201	0.8316946211683054
202	0.8316946211683054
203	0.8316946211683054
204	0.8316946211683054
205	0.8316946211683054
206	0.8316946211683054
207	0.8316946211683054
208	0.8316946211683054
209	0.8316946211683054
210	0.8316946211683054
211	0.8316946211683054
212	0.8316946211683054
213	0.8316946211683054
214	0.8316946211683054
215	0.8316946211683054
216	0.8316946211683054
217	0.8316946211683054
218	0.8316946211683054
219	0.8316946211683054
220	0.8316946211683054
221	0.8316946211683054
222	0.8316946211683054
223	0.8316946211683054
224	0.8316946211683054
225	0.8316946211683054
226	0.8316946211683054
227	0.8316946211683054
